"Rank"	"LastName"	"FirstName"	"Team"	"Pos"	"GP"	"TOI"	"GF"	"GA"	"GF60"	"GA60"	"GF."	"SF"	"SA"	"Sh."	"Sv."	"PDO"	"CF"	"CA"	"CF60"	"CA60"	"CF."	"CSh."	"CSv."	"CPDO"	"G"	"A"	"FirstA"	"Pts"	"Pri..Pts"	"Shots"	"iCorsi"	"iSh."	"iCSh."	"Goals.per60"	"Assists.per60"	"FirstA.per60"	"Points.per60"	"Pri.Pts..per60"	"Shots.per60"	"iCorsi.per60"	"IGP"	"IAP"	"IPP"	"IPPP"	"X"	"FirstLast"	"Gratio"	"PtoT"	"AvgPtTime"	"TimePerGame"	"PtsPerGame"	"PlusMin"	"Position"
"352"	"352"	"NIETO"	" MATT"	"San Jose"	"F(LW)"	67	782.533	19	28	1.457	2.147	40.43	382	362	4.9738	92.2652	97.239	712	687	54.592	52.675	50.89	2.6685	95.9243	98.5928	5	8	4	13	9	81	137	6.17283950617	3.6496350365	0.3834	0.6134	0.3067	0.9968	0.6901	6.2106	10.5043	26.32	42.11	68.42	47.37	NA	" MATT NIETO"	0.0617283950617284	0.0166127179301065	60.1948461538462	11.6795970149254	1.11305210131713	-9	"F(LW)"
"353"	"353"	"GETZLAF"	" RYAN"	"Anaheim"	"F(C)"	77	1092.05	39	33	2.143	1.813	54.17	556	444	7.0144	92.5676	99.582	1084	887	59.558	48.734	55	3.5978	96.2796	99.8774	4	24	12	28	16	115	231	3.47826086957	1.7316017316	0.2198	1.3186	0.6593	1.5384	0.8791	6.3184	12.6917	10.26	61.54	71.79	41.03	NA	" RYAN GETZLAF"	0.0347826086956522	0.025639851655144	39.0017857142857	14.1824675324675	1.97426857744609	6	"F(C)"
"354"	"354"	"STREIT"	" MARK"	"Philadelphia"	"D"	62	993.733	34	29	2.053	1.751	53.97	474	508	7.173	94.2913	101.4643	913	959	55.125	57.903	48.77	3.724	96.976	100.7	4	9	2	13	6	65	129	6.15384615385	3.1007751938	0.2415	0.5434	0.1208	0.7849	0.3623	3.9246	7.7888	11.76	26.47	38.24	17.65	NA	" MARK STREIT"	0.0615384615384615	0.0130819847987337	76.441	16.0279516129032	0.811083057521487	5	"D"
"355"	"355"	"SUTER"	" RYAN"	"Minnesota"	"D"	82	1728.8	67	55	2.325	1.909	54.92	859	776	7.7998	92.9124	100.7122	1547	1546	53.69	53.656	50.02	4.331	96.4424	100.7734	4	18	9	22	13	121	249	3.30578512397	1.60642570281	0.1388	0.6247	0.3124	0.7635	0.4512	4.1994	8.6418	5.97	26.87	32.84	19.4	NA	" RYAN SUTER"	0.0330578512396694	0.0127255900046275	78.5818181818182	21.0829268292683	1.04349838037945	12	"D"
"356"	"356"	"LEGWAND"	" DAVID"	"Buffalo"	"F(C)"	79	562.25	17	24	1.814	2.561	41.46	255	273	6.6667	91.2088	97.8755	422	508	45.033	54.211	45.38	4.0284	95.2756	99.304	4	6	4	10	8	47	75	8.51063829787	5.33333333333	0.4269	0.6403	0.4269	1.0671	0.8537	5.0156	8.0036	23.53	35.29	58.82	47.06	NA	" DAVID LEGWAND"	0.0851063829787234	0.0177856825255669	56.225	7.11708860759494	1.40506891951979	-7	"F(C)"
"357"	"357"	"WEBER"	" SHEA"	"Nashville"	"D"	78	1418.48	49	57	2.073	2.411	46.23	730	677	6.7123	91.5805	98.2928	1400	1318	59.218	55.75	51.51	3.5	95.6753	99.1753	4	16	9	20	13	113	244	3.53982300885	1.6393442623	0.1692	0.6768	0.3807	0.846	0.5499	4.7798	10.3209	8.16	32.65	40.82	26.53	NA	" SHEA WEBER"	0.0353982300884956	0.0140995995713722	70.924	18.185641025641	1.09976876656703	-8	"D"
"358"	"358"	"ZIDLICKY"	" MAREK"	"NY Islanders"	"D"	53	696.983	27	18	2.324	1.55	60	326	353	8.2822	94.9008	103.183	641	659	55.181	56.73	49.31	4.2122	97.2686	101.4808	4	8	4	12	8	33	64	12.1212121212	6.25	0.3443	0.6887	0.3443	1.033	0.6887	2.8408	5.5095	14.81	29.63	44.44	29.63	NA	" MAREK ZIDLICKY"	0.121212121212121	0.017217062683021	58.0819166666667	13.1506226415094	0.912504322200111	9	"D"
"359"	"359"	"FAKSA"	" RADEK"	"Dallas"	"F(C)"	45	477.8	19	15	2.386	1.884	55.88	240	189	7.9167	92.0635	99.9802	483	418	60.653	52.491	53.61	3.9337	96.4115	100.3452	4	4	1	8	5	64	109	6.25	3.66972477064	0.5023	0.5023	0.1256	1.0046	0.6279	8.0368	13.6877	21.05	21.05	42.11	26.32	NA	" RADEK FAKSA"	0.0625	0.0167434072833822	59.725	10.6177777777778	0.753453327752198	4	"F(C)"
"360"	"360"	"MICHALEK"	" MILAN"	"Toronto"	"F(LW)"	45	535.733	19	15	2.128	1.68	55.88	215	256	8.8372	94.1406	102.9778	417	499	46.702	55.886	45.52	4.5564	96.994	101.5504	4	5	1	9	5	47	89	8.51063829787	4.49438202247	0.448	0.56	0.112	1.008	0.56	5.2638	9.9676	21.05	26.32	47.37	26.32	NA	" MILAN MICHALEK"	0.0851063829787234	0.016799413140501	59.5258888888889	11.9051777777778	0.755973591322543	4	"F(LW)"
"361"	"361"	"HAMONIC"	" TRAVIS"	"NY Islanders"	"D"	72	1399.53	52	56	2.229	2.401	48.15	690	662	7.5362	91.5408	99.077	1330	1295	57.019	55.519	50.67	3.9098	95.6757	99.5855	4	12	5	16	9	123	280	3.25203252033	1.42857142857	0.1715	0.5145	0.2144	0.6859	0.3858	5.2732	12.004	7.69	23.08	30.77	17.31	NA	" TRAVIS HAMONIC"	0.032520325203252	0.0114324094517445	87.470625	19.4379166666667	0.823133480525605	-4	"D"
"362"	"362"	"MASHINTER"	" BRANDON"	"Chicago"	"F(LW)"	41	303.683	6	12	1.185	2.371	33.33	127	170	4.7244	92.9412	97.6656	232	291	45.837	57.494	44.36	2.5862	95.8763	98.4625	4	1	0	5	4	24	39	16.6666666667	10.2564102564	0.7903	0.1976	0	0.9879	0.7903	4.7418	7.7054	66.67	16.67	83.33	66.67	NA	" BRANDON MASHINTER"	0.166666666666667	0.0164645370336832	60.7366	7.40690243902439	0.675046018381009	-6	"F(LW)"
"363"	"363"	"SEDIN"	" HENRIK"	"Vancouver"	"F(C)"	74	999.75	37	31	2.221	1.86	54.41	462	495	8.0087	93.7374	101.7461	853	877	51.193	52.633	49.31	4.3376	96.4652	100.8028	4	25	17	29	21	67	104	5.97014925373	3.84615384615	0.2401	1.5004	1.0203	1.7404	1.2603	4.021	6.2416	10.81	67.57	78.38	56.76	NA	" HENRIK SEDIN"	0.0597014925373134	0.0290072518129532	34.4741379310345	13.5101351351351	2.14653663415854	6	"F(C)"
"364"	"364"	"HOLLAND"	" PETER"	"Toronto"	"F(C)"	65	730.867	16	28	1.314	2.299	36.36	355	355	4.507	92.1127	96.6197	689	639	56.563	52.458	51.88	2.3222	95.6182	97.9404	4	9	6	13	10	102	172	3.92156862745	2.32558139535	0.3284	0.7388	0.4926	1.0672	0.8209	8.3736	14.1202	25	56.25	81.25	62.5	NA	" PETER HOLLAND"	0.0392156862745098	0.0177870939582715	56.2205384615385	11.2441076923077	1.15616110728765	-12	"F(C)"
"365"	"365"	"MARTINSEN"	" ANDREAS"	"Colorado"	"F(LW)"	55	588.683	19	21	1.937	2.14	47.5	211	283	9.0047	92.5795	101.5842	424	569	43.215	57.994	42.7	4.4811	96.3093	100.7904	4	7	4	11	8	48	83	8.33333333333	4.81927710843	0.4077	0.7135	0.4077	1.1211	0.8154	4.8923	8.4596	21.05	36.84	57.89	42.11	NA	" ANDREAS MARTINSEN"	0.0833333333333333	0.0186857782541708	53.5166363636364	10.7033272727273	1.02771780397939	-2	"F(LW)"
"366"	"366"	"EKHOLM"	" MATTIAS"	"Nashville"	"D"	82	1363.15	58	47	2.553	2.069	55.24	647	566	8.9645	91.6961	100.6606	1212	1056	53.347	46.481	53.44	4.7855	95.5492	100.3347	4	20	9	24	13	90	200	4.44444444444	2	0.1761	0.8803	0.3961	1.0564	0.5722	3.9614	8.8031	6.9	34.48	41.38	22.41	NA	" MATTIAS EKHOLM"	0.0444444444444444	0.0176062795730477	56.7979166666667	16.6237804878049	1.44371492498991	11	"D"
"367"	"367"	"HICKEY"	" THOMAS"	"NY Islanders"	"D"	62	884.283	38	28	2.578	1.9	57.58	398	445	9.5477	93.7079	103.2556	779	841	52.856	57.063	48.09	4.878	96.6706	101.5486	4	11	7	15	11	48	133	8.33333333333	3.00751879699	0.2714	0.7464	0.475	1.0178	0.7464	3.2569	9.0243	10.53	28.95	39.47	28.95	NA	" THOMAS HICKEY"	0.0833333333333333	0.0169628953626837	58.9522	14.2626290322581	1.05169951248639	10	"D"
"368"	"368"	"MURPHY"	" CONNOR"	"Arizona"	"D"	78	1280.1	47	43	2.203	2.015	52.22	577	684	8.1456	93.7134	101.859	1098	1259	51.465	59.011	46.58	4.2805	96.5846	100.8651	4	8	4	12	8	86	200	4.6511627907	2	0.1875	0.375	0.1875	0.5625	0.375	4.0309	9.3743	8.51	17.02	25.53	17.02	NA	" CONNOR MURPHY"	0.0465116279069767	0.00937426763534099	106.675	16.4115384615385	0.731192875556597	4	"D"
"369"	"369"	"SUSTR"	" ANDREJ"	"Tampa Bay"	"D"	77	1119.78	47	47	2.518	2.518	50	493	551	9.5335	91.4701	101.0036	980	978	52.51	52.403	50.05	4.7959	95.1943	99.9902	4	16	4	20	8	61	135	6.55737704918	2.96296296296	0.2143	0.8573	0.2143	1.0716	0.4287	3.2685	7.2335	8.51	34.04	42.55	17.02	NA	" ANDREJ SUSTR"	0.0655737704918033	0.0178606511993427	55.989	14.5425974025974	1.37527014234939	0	"D"
"370"	"370"	"CHIASSON"	" ALEX"	"Ottawa"	"F(RW)"	77	827.9	25	23	1.812	1.667	52.08	325	447	7.6923	94.8546	102.5469	634	814	45.948	58.993	43.78	3.9432	97.1744	101.1176	4	6	5	10	9	72	120	5.55555555556	3.33333333333	0.2899	0.4348	0.3624	0.7247	0.6523	5.218	8.6967	16	24	40	36	NA	" ALEX CHIASSON"	0.0555555555555556	0.0120787534726416	82.79	10.7519480519481	0.930064017393405	2	"F(RW)"
"371"	"371"	"GREENING"	" COLIN"	"Toronto"	"F(C)"	31	354.567	15	15	2.538	2.538	50	179	177	8.3799	91.5254	99.9053	363	311	61.427	52.628	53.86	4.1322	95.1768	99.309	4	7	4	11	8	45	80	8.88888888889	5	0.6769	1.1845	0.6769	1.8614	1.3538	7.6149	13.5377	26.67	46.67	73.33	53.33	NA	" COLIN GREENING"	0.0888888888888889	0.0310237557358694	32.2333636363636	11.4376451612903	0.961736427811951	0	"F(C)"
"372"	"372"	"SODERBERG"	" CARL"	"Colorado"	"F(C)"	82	1062.68	38	39	2.146	2.202	49.35	490	520	7.7551	92.5	100.2551	867	1048	48.952	59.171	45.27	4.3829	96.2786	100.6615	4	23	15	27	19	110	183	3.63636363636	2.18579234973	0.2258	1.2986	0.8469	1.5244	1.0728	6.2107	10.3323	10.53	60.53	71.05	50	NA	" CARL SODERBERG"	0.0363636363636364	0.0254074603831821	39.3585185185185	12.959512195122	2.08341175142094	-1	"F(C)"
"373"	"373"	"JASKIN"	" DMITRIJ"	"St. Louis"	"F(RW)"	65	747.7	23	19	1.846	1.525	54.76	379	300	6.0686	93.6667	99.7353	680	555	54.567	44.537	55.06	3.3824	96.5766	99.959	4	9	5	13	9	91	157	4.3956043956	2.54777070064	0.321	0.7222	0.4012	1.0432	0.7222	7.3024	12.5986	17.39	39.13	56.52	39.13	NA	" DMITRIJ JASKIN"	0.043956043956044	0.0173866524006955	57.5153846153846	11.5030769230769	1.13013240604521	4	"F(RW)"
"374"	"374"	"RISTOLAINEN"	" RASMUS"	"Buffalo"	"D"	82	1491.7	44	60	1.77	2.413	42.31	673	774	6.5379	92.2481	98.786	1225	1472	49.273	59.208	45.42	3.5918	95.9239	99.5157	4	14	7	18	11	120	235	3.33333333333	1.70212765957	0.1609	0.5631	0.2816	0.724	0.4424	4.8267	9.4523	9.09	31.82	40.91	25	NA	" RASMUS RISTOLAINEN"	0.0333333333333333	0.0120667694576658	82.8722222222222	18.1914634146341	0.989475095528592	-16	"D"
"375"	"375"	"KOIVU"	" MIKKO"	"Minnesota"	"F(C)"	82	1161.75	50	38	2.582	1.963	56.82	531	490	9.4162	92.2449	101.6611	1027	966	53.041	49.89	51.53	4.8685	96.0663	100.9348	4	25	13	29	17	97	194	4.12371134021	2.0618556701	0.2066	1.2912	0.6714	1.4977	0.878	5.0097	10.0194	8	50	58	34	NA	" MIKKO KOIVU"	0.0412371134020619	0.0249623412954594	40.0603448275862	14.1676829268293	2.04691198622767	12	"F(C)"
"376"	"376"	"BOYES"	" BRAD"	"Toronto"	"F(RW)"	60	552.1	20	26	2.174	2.826	43.48	279	256	7.1685	89.8438	97.0123	546	445	59.337	48.361	55.1	3.663	94.1573	97.8203	4	11	6	15	10	52	105	7.69230769231	3.80952380952	0.4347	1.1954	0.6521	1.6301	1.0868	5.6512	11.411	20	55	75	50	NA	" BRAD BOYES"	0.0769230769230769	0.0271689911247962	36.8066666666667	9.20166666666667	1.63013946748777	-6	"F(RW)"
"377"	"377"	"BRODZIAK"	" KYLE"	"St. Louis"	"F(C)"	76	678.683	15	18	1.326	1.591	45.45	259	271	5.7915	93.3579	99.1494	530	517	46.855	45.706	50.62	2.8302	96.5184	99.3486	4	4	2	8	6	44	96	9.09090909091	4.16666666667	0.3536	0.3536	0.1768	0.7073	0.5304	3.8899	8.487	26.67	26.67	53.33	40	NA	" KYLE BRODZIAK"	0.0909090909090909	0.011787535565205	84.835375	8.93003947368421	0.895852702955577	-3	"F(C)"
"378"	"378"	"STOLL"	" JARRET"	"Minnesota"	"F(C)"	80	802.75	17	18	1.271	1.345	48.57	266	394	6.391	95.4315	101.8225	475	797	35.503	59.57	37.34	3.5789	97.7415	101.3204	4	5	1	9	5	43	70	9.3023255814	5.71428571429	0.299	0.3737	0.0747	0.6727	0.3737	3.214	5.232	23.53	29.41	52.94	29.41	NA	" JARRET STOLL"	0.0930232558139535	0.0112114606041732	89.1944444444444	10.034375	0.896916848333852	-1	"F(C)"
"379"	"379"	"DUMBA"	" MATT"	"Minnesota"	"D"	81	1103.48	47	40	2.556	2.175	54.02	494	533	9.5142	92.4953	102.0095	946	1037	51.437	56.385	47.71	4.9683	96.1427	101.111	4	8	4	12	8	85	201	4.70588235294	1.99004975124	0.2175	0.435	0.2175	0.6525	0.435	4.6217	10.929	8.51	17.02	25.53	17.02	NA	" MATT DUMBA"	0.0470588235294118	0.0108746873527386	91.9566666666667	13.6232098765432	0.880849675571827	7	"D"
"380"	"380"	"RIELLY"	" MORGAN"	"Toronto"	"D"	82	1443.6	46	69	1.912	2.868	40	707	804	6.5064	91.4179	97.9243	1421	1432	59.061	59.518	49.81	3.2372	95.1816	98.4188	4	14	6	18	10	114	304	3.50877192982	1.31578947368	0.1663	0.5819	0.2494	0.7481	0.4156	4.7382	12.6351	8.7	30.43	39.13	21.74	NA	" MORGAN RIELLY"	0.0350877192982456	0.0124688279301746	80.2	17.6048780487805	1.02244389027431	-23	"D"
"381"	"381"	"RAYMOND"	" MASON"	"Calgary"	"F(LW)"	29	315.65	10	11	1.901	2.091	47.62	156	162	6.4103	93.2099	99.6202	286	327	54.364	62.157	46.66	3.4965	96.6361	100.1326	4	1	0	5	4	47	72	8.51063829787	5.55555555556	0.7603	0.1901	0	0.9504	0.7603	8.9339	13.686	40	10	50	40	NA	" MASON RAYMOND"	0.0851063829787234	0.0158403294788532	63.13	10.8844827586207	0.459369554886742	-1	"F(LW)"
"382"	"382"	"SISSONS"	" COLTON"	"Nashville"	"F(C)"	34	296.1	12	7	2.432	1.418	63.16	136	108	8.8235	93.5185	102.342	264	241	53.495	48.835	52.28	4.5455	97.0954	101.6409	4	1	0	5	4	23	41	17.3913043478	9.75609756098	0.8105	0.2026	0	1.0132	0.8105	4.6606	8.308	33.33	8.33	41.67	33.33	NA	" COLTON SISSONS"	0.173913043478261	0.0168861870989531	59.22	8.70882352941176	0.574130361364404	5	"F(C)"
"383"	"383"	"SUBBAN"	" P.K."	"Montreal"	"D"	68	1234.67	63	51	3.062	2.478	55.26	670	640	9.403	92.0312	101.4342	1242	1131	60.356	54.962	52.34	5.0725	95.4907	100.5632	4	21	12	25	16	100	203	4	1.97044334975	0.1944	1.0205	0.5832	1.2149	0.7775	4.8596	9.865	6.35	33.33	39.68	25.4	NA	" P.K. SUBBAN"	0.04	0.0202483254634842	49.3868	18.1569117647059	1.37688613151692	12	"D"
"384"	"384"	"KLEFBOM"	" OSCAR"	"Edmonton"	"D"	30	493.567	18	22	2.188	2.674	45	235	232	7.6596	90.5172	98.1768	440	431	53.488	52.394	50.52	4.0909	94.8956	98.9865	4	5	4	9	8	35	81	11.4285714286	4.93827160494	0.4863	0.6078	0.4863	1.0941	0.9725	4.2547	9.8467	22.22	27.78	50	44.44	NA	" OSCAR KLEFBOM"	0.114285714285714	0.0182346064465412	54.8407777777778	16.4522333333333	0.547038193396236	-4	"D"
"385"	"385"	"PULKKINEN"	" TEEMU"	"Detroit"	"F(LW)"	36	337.867	9	6	1.598	1.066	60	176	125	5.1136	95.2	100.3136	332	242	58.958	42.976	57.84	2.7108	97.5207	100.2315	4	2	0	6	4	44	93	9.09090909091	4.30107526882	0.7103	0.3552	0	1.0655	0.7103	7.8137	16.5154	44.44	22.22	66.67	44.44	NA	" TEEMU PULKKINEN"	0.0909090909090909	0.0177584670891209	56.3111666666667	9.38519444444444	0.639304815208351	3	"F(LW)"
"386"	"386"	"FERRARO"	" LANDON"	"Boston"	"F(C)"	68	621.6	15	24	1.448	2.317	38.46	251	315	5.9761	92.381	98.3571	443	595	42.761	57.432	42.68	3.386	95.9664	99.3524	4	6	3	10	7	72	123	5.55555555556	3.25203252033	0.3861	0.5792	0.2896	0.9653	0.6757	6.9498	11.8726	26.67	40	66.67	46.67	NA	" LANDON FERRARO"	0.0555555555555556	0.0160875160875161	62.16	9.14117647058823	1.09395109395109	-9	"F(C)"
"387"	"387"	"LILES"	" JOHN-MICHAEL"	"Boston"	"D"	81	1322.7	42	49	1.905	2.223	46.15	624	593	6.7308	91.7369	98.4677	1209	1112	54.842	50.442	52.09	3.4739	95.5935	99.0674	4	11	7	15	11	82	171	4.87804878049	2.33918128655	0.1814	0.499	0.3175	0.6804	0.499	3.7197	7.7569	9.52	26.19	35.71	26.19	NA	" JOHN-MICHAEL LILES"	0.0487804878048781	0.0113404400090724	88.18	16.3296296296296	0.918575640734861	-7	"D"
"388"	"388"	"STAJAN"	" MATT"	"Calgary"	"F(C)"	80	875.533	25	34	1.713	2.33	42.37	353	426	7.0822	92.0188	99.101	689	879	47.217	60.238	43.94	3.6284	96.132	99.7604	4	10	7	14	11	52	102	7.69230769231	3.92156862745	0.2741	0.6853	0.4797	0.9594	0.7538	3.5635	6.99	16	40	56	44	NA	" MATT STAJAN"	0.0769230769230769	0.0159902596475518	62.5380714285714	10.9441625	1.27922077180415	-9	"F(C)"
"389"	"389"	"NEIL"	" CHRIS"	"Ottawa"	"F(RW)"	80	731.45	22	25	1.805	2.051	46.81	319	350	6.8966	92.8571	99.7537	626	629	51.35	51.596	49.88	3.5144	96.0254	99.5398	4	8	4	12	8	69	133	5.79710144928	3.00751879699	0.3281	0.6562	0.3281	0.9843	0.6562	5.66	10.9098	18.18	36.36	54.55	36.36	NA	" CHRIS NEIL"	0.0579710144927536	0.0164057693622257	60.9541666666667	9.143125	1.31246154897806	-3	"F(RW)"
"390"	"390"	"LETESTU"	" MARK"	"Edmonton"	"F(C)"	82	885.583	17	36	1.152	2.439	32.08	349	439	4.8711	91.7995	96.6706	691	841	46.817	56.979	45.1	2.4602	95.7194	98.1796	4	5	3	9	7	61	122	6.55737704918	3.27868852459	0.271	0.3388	0.2033	0.6098	0.4743	4.1329	8.2657	23.53	29.41	52.94	41.18	NA	" MARK LETESTU"	0.0655737704918033	0.010162796711319	98.3981111111111	10.7997926829268	0.833349330328157	-19	"F(C)"
"391"	"391"	"HENDRICKS"	" MATT"	"Edmonton"	"F(C)"	68	713.15	14	14	1.178	1.178	50	301	353	4.6512	96.034	100.6852	595	711	50.06	59.819	45.56	2.3529	98.0309	100.3838	4	5	2	9	6	58	107	6.89655172414	3.73831775701	0.3365	0.4207	0.1683	0.7572	0.5048	4.8798	9.0023	28.57	35.71	64.29	42.86	NA	" MATT HENDRICKS"	0.0689655172413793	0.0126200659047886	79.2388888888889	10.4875	0.858164481525626	0	"F(C)"
"392"	"392"	"LOVEJOY"	" BEN"	"Pittsburgh"	"D"	66	1032.9	39	34	2.265	1.975	53.42	559	506	6.9767	93.2806	100.2573	963	913	55.94	53.035	51.33	4.0498	96.276	100.3258	4	4	1	8	5	84	165	4.7619047619	2.42424242424	0.2324	0.2324	0.0581	0.4647	0.2904	4.8795	9.5847	10.26	10.26	20.51	12.82	NA	" BEN LOVEJOY"	0.0476190476190476	0.0077451834640333	129.1125	15.65	0.511182108626198	5	"D"
"393"	"393"	"GARRISON"	" JASON"	"Tampa Bay"	"D"	72	1089.15	38	40	2.093	2.204	48.72	492	495	7.7236	91.9192	99.6428	971	961	53.491	52.94	50.26	3.9135	95.8377	99.7512	4	6	4	10	8	77	159	5.19480519481	2.51572327044	0.2204	0.3305	0.2204	0.5509	0.4407	4.2418	8.7591	10.53	15.79	26.32	21.05	NA	" JASON GARRISON"	0.051948051948052	0.00918147178992793	108.915	15.1270833333333	0.661065968874811	-2	"D"
"394"	"394"	"DOUGHTY"	" DREW"	"Los Angeles"	"D"	82	1694.93	61	45	2.159	1.593	57.55	925	708	6.5946	93.6441	100.2387	1778	1241	62.941	43.931	58.89	3.4308	96.3739	99.8047	4	14	5	18	9	129	283	3.1007751938	1.41342756184	0.1416	0.4956	0.177	0.6372	0.3186	4.5666	10.0181	6.56	22.95	29.51	14.75	NA	" DREW DOUGHTY"	0.0310077519379845	0.0106199076068038	94.1627777777778	20.6698780487805	0.870832423757913	16	"D"
"395"	"395"	"DORSETT"	" DEREK"	"Vancouver"	"F(RW)"	71	816.117	22	37	1.617	2.72	37.29	354	423	6.2147	91.253	97.4677	646	756	47.493	55.58	46.08	3.4056	95.1058	98.5114	4	8	4	12	8	84	139	4.7619047619	2.87769784173	0.2941	0.5882	0.2941	0.8822	0.5882	6.1756	10.2191	18.18	36.36	54.55	36.36	NA	" DEREK DORSETT"	0.0476190476190476	0.0147037740912149	68.00975	11.4946056338028	1.04396796047626	-15	"F(RW)"
"396"	"396"	"PORTER"	" CHRIS"	"Minnesota"	"F(LW)"	61	502.8	10	15	1.193	1.79	40	185	242	5.4054	93.8017	99.2071	338	475	40.334	56.683	41.57	2.9586	96.8421	99.8007	4	3	1	7	5	42	82	9.52380952381	4.87804878049	0.4773	0.358	0.1193	0.8353	0.5967	5.0119	9.7852	40	30	70	50	NA	" CHRIS PORTER"	0.0952380952380952	0.0139220365950676	71.8285714285714	8.24262295081967	0.849244232299125	-5	"F(LW)"
"397"	"397"	"GOLIGOSKI"	" ALEX"	"Dallas"	"D"	82	1492.42	76	62	3.055	2.493	55.07	864	735	8.7963	91.5646	100.3609	1672	1437	67.22	57.772	53.78	4.5455	95.6855	100.231	4	22	10	26	14	101	242	3.9603960396	1.65289256198	0.1608	0.8845	0.402	1.0453	0.5628	4.0605	9.7292	5.26	28.95	34.21	18.42	NA	" ALEX GOLIGOSKI"	0.0396039603960396	0.0174213693196285	57.4007692307692	18.200243902439	1.42855228420954	14	"D"
"398"	"398"	"METHOT"	" MARC"	"Ottawa"	"D"	69	1221.08	52	50	2.555	2.457	50.98	544	653	9.5588	92.343	101.9018	1025	1174	50.365	57.686	46.61	5.0732	95.7411	100.8143	4	6	2	10	6	69	121	5.79710144928	3.30578512397	0.1965	0.2948	0.0983	0.4914	0.2948	3.3904	5.9455	7.69	11.54	19.23	11.54	NA	" MARC METHOT"	0.0579710144927536	0.00818947161529138	122.108	17.6968115942029	0.565073541455105	2	"D"
"399"	"399"	"WAGNER"	" CHRIS"	"Anaheim"	"F(RW)"	43	365.183	7	9	1.15	1.479	43.75	141	161	4.9645	94.4099	99.3744	277	329	45.511	54.055	45.71	2.5271	97.2644	99.7915	4	2	1	6	5	53	84	7.54716981132	4.7619047619	0.6572	0.3286	0.1643	0.9858	0.8215	8.708	13.8013	57.14	28.57	85.71	71.43	NA	" CHRIS WAGNER"	0.0754716981132075	0.0164301185980727	60.8638333333333	8.49262790697674	0.706495099717128	-2	"F(RW)"
"400"	"400"	"JOORIS"	" JOSH"	"Calgary"	"F(RW)"	59	609.217	17	20	1.674	1.97	45.95	291	286	5.8419	93.007	98.8489	517	569	50.918	56.039	47.61	3.2882	96.4851	99.7733	4	7	1	11	5	74	122	5.40540540541	3.27868852459	0.3939	0.6894	0.0985	1.0834	0.4924	7.288	12.0154	23.53	41.18	64.71	29.41	NA	" JOSH JOORIS"	0.0540540540540541	0.0180559636385721	55.3833636363636	10.3257118644068	1.06530185467576	-3	"F(RW)"
"401"	"401"	"MANSON"	" JOSH"	"Anaheim"	"D"	71	1137.67	40	33	2.11	1.74	54.79	592	410	6.7568	91.9512	98.708	1076	809	56.748	42.666	57.08	3.7175	95.9209	99.6384	4	10	3	14	7	77	152	5.19480519481	2.63157894737	0.211	0.5274	0.1582	0.7384	0.3692	4.0609	8.0164	10	25	35	17.5	NA	" JOSH MANSON"	0.051948051948052	0.0123058531911714	81.2621428571429	16.0235211267606	0.873715576573171	7	"D"
"402"	"402"	"DROUIN"	" JONATHAN"	"Tampa Bay"	"F(LW)"	21	243.667	13	6	3.201	1.477	68.42	90	118	14.4444	94.9153	109.3597	215	209	52.941	51.464	50.71	6.0465	97.1292	103.1757	4	4	3	8	7	22	45	18.1818181818	8.88888888889	0.985	0.985	0.7387	1.9699	1.7237	5.4172	11.0807	30.77	30.77	61.54	53.85	NA	" JONATHAN DROUIN"	0.181818181818182	0.0328316924327053	30.458375	11.6031904761905	0.689465541086811	7	"F(LW)"
"403"	"403"	"RUST"	" BRYAN"	"Pittsburgh"	"F(RW)"	41	473.533	15	14	1.901	1.774	51.72	235	208	6.383	93.2692	99.6522	412	387	52.203	49.036	51.56	3.6408	96.3824	100.0232	4	4	3	8	7	61	102	6.55737704918	3.92156862745	0.5068	0.5068	0.3801	1.0137	0.8869	7.7291	12.9241	26.67	26.67	53.33	46.67	NA	" BRYAN RUST"	0.0655737704918033	0.016894281919106	59.191625	11.5495853658537	0.692665558683344	1	"F(RW)"
"404"	"404"	"KLINGBERG"	" JOHN"	"Dallas"	"D"	76	1359.15	68	51	3.002	2.251	57.14	821	662	8.2826	92.2961	100.5787	1577	1255	69.617	55.402	55.69	4.312	95.9363	100.2483	4	23	12	27	16	124	262	3.22580645161	1.52671755725	0.1766	1.0153	0.5297	1.1919	0.7063	5.474	11.5661	5.88	33.82	39.71	23.53	NA	" JOHN KLINGBERG"	0.032258064516129	0.019865357024611	50.3388888888889	17.8835526315789	1.50976713387043	17	"D"
"405"	"405"	"RASMUSSEN"	" DENNIS"	"Chicago"	"F(C)"	44	398.767	19	9	2.859	1.354	67.86	187	201	10.1604	95.5224	105.6828	339	352	51.007	52.963	49.06	5.6047	97.4432	103.0479	4	5	1	9	5	42	67	9.52380952381	5.97014925373	0.6019	0.7523	0.1505	1.3542	0.7523	6.3195	10.0811	21.05	26.32	47.37	26.32	NA	" DENNIS RASMUSSEN"	0.0952380952380952	0.022569570701688	44.3074444444444	9.06288636363636	0.99306111087427	10	"F(C)"
